tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
33,79.65,2628.45,Month-to-month,Credit card,DSL,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,No,No,Yes
53,74.57,3952.21,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,No,No
2,64.44,128.88,Month-to-month,Credit card,DSL,No,Yes,Yes,No,Yes,Male,1,No,No,No,No phone service,No,No
49,21.47,1052.03,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Female,0,No,Yes,Yes,No,No,No
11,78.71,865.81,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,No,No
64,36.84,2357.76,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,No,Female,1,Yes,No,Yes,No,Yes,Yes
53,84.26,4465.78,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Female,0,No,Yes,Yes,No,Yes,No
4,95.93,383.72,One year,Electronic check,Fiber optic,No,No,No,No,No,Male,0,No,Yes,Yes,No,No,No
56,70.04,3922.24,Two year,Bank transfer,Fiber optic,No,No,No,Yes,No,Female,0,No,Yes,Yes,Yes,No,No
16,74.24,1187.84,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,Yes
46,115.15,5296.9,Month-to-month,Credit card,DSL,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,No,No,Yes
22,104.72,2303.84,One year,Credit card,DSL,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,Yes,No
13,111.42,1448.46,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,No,Yes,No
65,101.38,6589.7,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,No,No phone service,No,No
50,30.89,1544.5,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,No,No,Yes
37,34.9,1291.3,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,Female,0,No,No,No,No phone service,No,No
63,72.66,4577.58,Month-to-month,Credit card,DSL,No,No,No,No,No,Female,0,No,No,Yes,No,No,Yes
37,44.61,1650.57,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,No phone service,Yes,No
49,67.67,3315.83,One year,Credit card,DSL,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,No,No,No
29,59.44,1723.76,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,Female,0,No,No,Yes,Yes,No,No
50,74.94,3747.0,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,Yes,Yes
62,94.69,5870.78,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,No,No,No
51,91.55,4669.05,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,No,Female,0,No,No,Yes,Yes,Yes,No
37,72.12,2668.44,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,No,Yes
29,102.24,2964.96,Two year,Mailed check,DSL,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,Yes,No,No
50,63.09,3154.5,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,Yes,Yes
4,109.67,438.68,One year,Bank transfer,DSL,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,No,Yes
28,27.13,759.64,One year,Credit card,DSL,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,No,Yes,No
3,115.47,346.41,Two year,Electronic check,DSL,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,No,Yes,No
9,85.47,769.23,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,No phone service,Yes,No
55,58.01,3190.55,Two year,Electronic check,DSL,No,Yes,No,Yes,No,Male,0,No,Yes,Yes,No,No,No
16,39.72,635.52,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,Male,0,No,No,Yes,No,No,No
16,67.92,1086.72,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,No,No phone service,Yes,No
68,39.46,2683.28,One year,Mailed check,Fiber optic,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,No,No,No
33,36.63,1208.79,One year,Bank transfer,DSL,No,No,Yes,No,No,Male,0,No,Yes,Yes,No,No,No
5,81.74,408.7,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,No,No,Yes
52,72.31,3760.12,One year,Bank transfer,DSL,Yes,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,Yes,No
65,87.01,5655.65,Month-to-month,Bank transfer,DSL,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,Yes
42,112.96,4744.32,One year,Mailed check,Fiber optic,No,No,Yes,No,No,Male,0,No,No,Yes,Yes,No,No
22,73.23,1611.06,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
54,78.09,4216.86,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,Yes,No,Yes
15,28.96,434.4,Two year,Electronic check,DSL,No,No,Yes,No,No,Female,0,Yes,No,Yes,No,No,No
7,91.76,642.32,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,No,No phone service,No,Yes
3,59.99,179.97,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Female,0,No,Yes,Yes,No,Yes,No
3,117.67,353.01,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Male,1,Yes,Yes,No,No phone service,Yes,Yes
55,102.32,5627.6,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,Yes,Female,1,Yes,No,No,No phone service,No,Yes
24,72.25,1734.0,One year,Bank transfer,DSL,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,Yes,No
66,32.32,2133.12,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,No,Female,0,No,Yes,Yes,No,No,No
66,105.94,6992.04,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,No,Yes,No
26,99.98,2599.48,Two year,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,Yes,Yes,Yes
31,38.46,1192.26,One year,Electronic check,Fiber optic,No,Yes,Yes,No,No,Female,0,No,Yes,Yes,Yes,Yes,No
49,49.53,2426.97,One year,Bank transfer,Fiber optic,No,Yes,No,No,No,Male,0,Yes,Yes,No,No phone service,No,No
60,99.34,5960.4,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,No,Yes,No,No,No
50,38.52,1926.0,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,No,No,No
18,111.78,2012.04,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,Male,0,No,Yes,Yes,Yes,Yes,Yes
20,62.45,1249.0,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,Male,0,No,No,Yes,Yes,No,No
4,28.7,114.8,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,Yes,No,No
41,101.57,4164.37,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,No,Female,0,No,Yes,Yes,Yes,No,No
60,57.35,3441.0,One year,Electronic check,Fiber optic,No,Yes,No,No,No,Male,0,No,Yes,Yes,No,No,No
21,72.65,1525.65,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,No,Female,0,No,No,Yes,No,Yes,Yes
20,31.23,624.6,Month-to-month,Mailed check,DSL,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,Yes,Yes
69,20.26,1397.94,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,No,No
0,83.8,0.0,One year,Bank transfer,DSL,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,No,Yes,No
4,71.52,286.08,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,No,Yes,No
11,79.35,872.85,One year,Bank transfer,DSL,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,No,Yes,No
45,99.37,4471.65,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,Female,0,Yes,No,Yes,No,Yes,Yes
33,84.66,2793.78,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,No,Yes,Yes
48,37.48,1799.04,Two year,Bank transfer,DSL,Yes,No,Yes,No,No,Female,0,No,Yes,Yes,Yes,No,No
44,56.08,2467.52,One year,Credit card,Fiber optic,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,No,Yes,No
26,110.59,2875.34,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Female,0,No,No,No,No phone service,No,Yes
25,96.99,2424.75,One year,Mailed check,DSL,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,Yes,No,No
46,75.66,3480.36,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Female,0,No,No,Yes,Yes,No,Yes
55,45.56,2505.8,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,No,Yes,Yes
62,50.21,3113.02,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,No,Female,0,No,No,Yes,No,Yes,Yes
47,93.2,4380.4,One year,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,No,Yes,Yes
60,105.12,6307.2,One year,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,No,Yes,Yes
25,87.14,2178.5,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,No,Yes
35,100.95,3533.25,Two year,Mailed check,DSL,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,No,No,No
0,96.67,0.0,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,Yes
7,34.97,244.79,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,Yes,No
51,62.39,3181.89,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,No,No,No
46,35.3,1623.8,Month-to-month,Mailed check,DSL,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,No phone service,No,Yes
55,43.52,2393.6,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,No,No
13,106.93,1390.09,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,Yes,Yes
27,67.29,1816.83,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,Male,0,No,Yes,Yes,No,No,No
1,73.54,73.54,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,No
25,37.84,946.0,Month-to-month,Mailed check,DSL,No,Yes,No,No,No,Female,0,Yes,No,Yes,No,Yes,No
13,51.23,665.99,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,Yes,No,No
58,43.02,2495.16,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,Male,0,No,No,Yes,No,Yes,No
55,40.62,2234.1,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,Female,1,No,No,Yes,Yes,No,No
6,83.8,502.8,One year,Credit card,Fiber optic,No,Yes,No,No,Yes,Male,1,No,No,No,No phone service,Yes,Yes
2,45.69,91.38,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,Yes,No
22,83.2,1830.4,One year,Credit card,DSL,Yes,Yes,No,No,No,Male,0,No,Yes,Yes,No,Yes,No
17,25.85,439.45,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
37,34.18,1264.66,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,Male,1,Yes,No,Yes,Yes,No,Yes
14,47.45,664.3,One year,Mailed check,DSL,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,No,Yes,No
63,79.7,5021.1,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,Female,0,No,Yes,Yes,Yes,Yes,Yes
27,87.58,2364.66,One year,Bank transfer,DSL,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,No,Yes,Yes
38,64.27,2442.26,Month-to-month,Mailed check,DSL,No,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,No,Yes,No
56,64.58,3616.48,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,No,Male,0,No,Yes,Yes,Yes,Yes,Yes
16,92.45,1479.2,Month-to-month,Bank transfer,DSL,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,Yes,Yes,No
43,21.58,927.94,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,No
24,54.11,1298.64,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,Yes,Yes,No
16,101.87,1629.92,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,Yes,Yes
12,80.32,963.84,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,Male,0,Yes,Yes,No,No phone service,Yes,No
24,53.72,1289.28,Two year,Mailed check,DSL,No,Yes,No,Yes,Yes,Female,0,No,No,No,No phone service,Yes,No
67,110.55,7406.85,One year,Bank transfer,DSL,No,No,Yes,No,Yes,Female,1,No,No,Yes,No,Yes,No
9,97.26,875.34,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,No,No,Yes
66,46.49,3068.34,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,Yes,No
17,84.53,1437.01,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,No,Yes
33,79.58,2626.14,One year,Credit card,Fiber optic,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,Yes,No,No
7,60.12,420.84,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,Yes
39,56.7,2211.3,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,Yes,Yes
41,54.36,2228.76,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,Yes,No,Yes
40,81.72,3268.8,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,Yes,Male,1,No,No,Yes,No,Yes,Yes
5,64.24,321.2,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,Male,1,Yes,No,Yes,Yes,No,No
51,103.19,5262.69,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,Yes,Yes,No,Yes,No
25,86.96,2174.0,One year,Electronic check,DSL,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,Yes,Yes,No
63,26.99,1700.37,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,No,No
58,84.02,4873.16,Two year,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,No,No
55,47.11,2591.05,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,Male,0,No,No,Yes,No,Yes,No
58,79.28,4598.24,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,No,No
69,88.01,6072.69,Month-to-month,Bank transfer,DSL,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
32,43.08,1378.56,Two year,Mailed check,Fiber optic,No,No,No,Yes,No,Female,0,No,No,Yes,No,Yes,No
52,65.69,3415.88,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,Yes,No
21,39.03,819.63,Two year,Electronic check,DSL,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,No,No
20,25.23,504.6,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,Yes,No
69,57.85,3991.65,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,No
69,56.29,3884.01,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,No,Female,0,Yes,No,No,No phone service,Yes,No
3,119.55,358.65,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,No,No phone service,Yes,No
61,64.64,3943.04,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,No,No
61,53.36,3254.96,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,Female,1,Yes,No,No,No phone service,No,No
23,78.05,1795.15,Two year,Mailed check,Fiber optic,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,No,No
54,28.88,1559.52,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,Yes,Yes,No,No,Yes
8,116.17,929.36,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,No,Yes,Yes
2,83.5,167.0,Two year,Bank transfer,DSL,Yes,No,Yes,Yes,No,Female,0,No,No,Yes,No,Yes,No
30,95.48,2864.4,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,Yes,No
39,37.05,1444.95,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,No,Female,0,No,Yes,Yes,No,Yes,No
35,60.95,2133.25,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,Male,0,No,Yes,Yes,No,Yes,No
23,62.27,1432.21,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes
5,102.18,510.9,Two year,Credit card,Fiber optic,No,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,No,No
65,20.12,1307.8,One year,Electronic check,DSL,Yes,No,Yes,No,No,Female,0,No,Yes,Yes,No,Yes,No
3,50.09,150.27,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,Yes,No
5,118.12,590.6,Month-to-month,Bank transfer,DSL,No,No,No,No,No,Female,0,No,No,Yes,Yes,Yes,Yes
50,67.49,3374.5,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,No,No,No
61,58.25,3553.25,Two year,Credit card,Fiber optic,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,No,Yes,No
56,31.98,1790.88,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,Yes
65,117.42,7632.3,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,Male,0,No,No,Yes,Yes,Yes,Yes
7,22.0,154.0,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,No,No
25,93.72,2343.0,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,Yes,No
50,96.86,4843.0,Two year,Electronic check,DSL,No,No,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,Yes
44,44.37,1952.28,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,Female,0,No,No,Yes,Yes,No,No
43,87.16,3747.88,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,Yes,Yes
4,29.29,117.16,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,No,No
69,45.7,3153.3,Two year,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,No,Yes,No
25,98.79,2469.75,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,Yes,Female,0,No,Yes,Yes,Yes,No,Yes
67,106.47,7133.49,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
18,80.85,1455.3,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,Yes,No
19,70.68,1342.92,Two year,Electronic check,Fiber optic,No,Yes,No,Yes,No,Male,0,No,Yes,Yes,No,No,No
11,35.93,395.23,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,Yes,No
46,26.31,1210.26,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
0,31.76,0.0,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,No,No
13,42.74,555.62,One year,Electronic check,DSL,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
63,54.17,3412.71,Month-to-month,Bank transfer,DSL,No,No,No,No,No,Female,1,Yes,Yes,Yes,No,No,Yes
37,58.09,2149.33,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,Yes,Yes,No
36,54.63,1966.68,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,Yes,No,Yes
10,43.91,439.1,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,Yes,Yes,Yes
2,70.97,141.94,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,Yes,Yes,No
32,102.53,3280.96,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,No,No
5,47.97,239.85,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,Yes,No
49,114.24,5597.76,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,No,No
9,107.33,965.97,One year,Bank transfer,Fiber optic,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,No,Yes
4,36.18,144.72,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,No,No
22,98.63,2169.86,One year,Mailed check,DSL,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,No,Yes,No
9,77.46,697.14,One year,Credit card,Fiber optic,Yes,No,Yes,No,No,Female,1,Yes,No,Yes,Yes,Yes,No
43,76.66,3296.38,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,Yes,No
1,59.1,59.1,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,No,Yes
12,70.12,841.44,Two year,Mailed check,DSL,No,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,No,No
39,59.72,2329.08,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,Yes,No,No
1,73.97,73.97,One year,Electronic check,DSL,No,No,No,Yes,No,Male,1,No,No,Yes,Yes,Yes,Yes
64,82.8,5299.2,Two year,Credit card,DSL,Yes,No,No,Yes,No,Female,0,No,Yes,Yes,No,No,Yes
62,87.43,5420.66,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,Yes,Yes
16,73.25,1172.0,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,Yes,No
8,92.14,737.12,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Male,0,No,No,Yes,No,Yes,No
14,34.13,477.82,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,No,Yes,No
23,41.2,947.6,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,No,Female,1,No,No,Yes,Yes,Yes,Yes
37,101.87,3769.19,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,No,Yes,Yes,Yes,Yes
34,52.25,1776.5,One year,Electronic check,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,Yes,No
48,22.29,1069.92,One year,Bank transfer,DSL,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,No,Yes,No
68,35.38,2405.84,One year,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,No,No,No
61,42.36,2583.96,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,No,Female,1,No,Yes,Yes,Yes,Yes,No
59,115.73,6828.07,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,Female,0,No,No,Yes,No,Yes,No
49,77.3,3787.7,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,No,No
8,113.27,906.16,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,No,No
33,77.52,2558.16,Two year,Mailed check,Fiber optic,Yes,No,No,No,No,Male,0,No,Yes,Yes,Yes,No,No
34,67.94,2309.96,One year,Electronic check,DSL,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,No,No,No
0,51.37,0.0,One year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,No,Yes,No
39,80.64,3144.96,Two year,Bank transfer,Fiber optic,No,Yes,No,No,Yes,Female,0,No,Yes,Yes,Yes,No,No
63,33.92,2136.96,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,No,No
21,109.83,2306.43,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,No,Yes
59,102.93,6072.87,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,No
63,51.75,3260.25,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,Yes,No
71,115.28,8184.88,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,No,Yes
10,102.52,1025.2,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,No,Yes
13,86.63,1126.19,Two year,Electronic check,DSL,No,No,No,No,No,Male,0,No,No,Yes,No,No,No
59,32.18,1898.62,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,No,No,No
